video,camera,date,common_name,species,count,notes,month,sample_month,sample,individual,behaviour,water_interaction
29th Sept am (30).MP4,CROP07,29/09/2023 07:23,Beaver,Castor_fiber,1,,Sep_23,CROP07_Sep_23,CROP_0907,adult,EA,Y
09290086.MP4,CROP09,29/09/2023 07:28,Squirrel,Sciurus_carolinensis,1,,Oct,CROP09_Oct,CROP_1009,,,
29th Sept pm.MP4,CROP07,29/09/2023 22:01,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,"SW, EA",Y
29th Sept pm (2).MP4,CROP07,29/09/2023 22:36,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"EX, SC",Y
29th Sept pm.MP4,CROP05,29/09/2023 23:31,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
29th Sept pm (3).MP4,CROP07,29/09/2023 23:35,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"EX, FO",Y
29th Sept pm.MP4,CROP04,29/09/2023 23:52,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
30th Sept am.MP4,CROP06,30/09/2023 00:03,Beaver,Castor_fiber,1,,Oct,CROP06_Oct,CROP_1006,adult,EW,Y
30th Sept am (2).MP4,CROP07,30/09/2023 00:09,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
30th Sept am (3).MP4,CROP07,30/09/2023 00:10,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
30th Sept am (4).MP4,CROP07,30/09/2023 00:11,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
30th Sept am (5).MP4,CROP07,30/09/2023 00:13,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
30th Sept am.MP4,CROP07,30/09/2023 00:26,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,SW,Y
30th Sept am.MP4,CROP05,30/09/2023 01:09,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
30th Sept am (2).MP4,CROP06,30/09/2023 01:17,Beaver,Castor_fiber,1,,Oct,CROP06_Oct,CROP_1006,adult,"EX, SG",Y
30th Sept am (3).MP4,CROP06,30/09/2023 01:18,Beaver,Castor_fiber,1,,Oct,CROP06_Oct,CROP_1006,adult,SG,N
30th Sept am (4).MP4,CROP06,30/09/2023 01:21,Beaver,Castor_fiber,1,,Oct,CROP06_Oct,CROP_1006,adult,SG,N
30th Sept am (5).MP4,CROP06,30/09/2023 01:24,Beaver,Castor_fiber,1,,Oct,CROP06_Oct,CROP_1006,adult,WA,N
30th Sept am (6).MP4,CROP07,30/09/2023 01:33,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
30th Sept am (7).MP4,CROP07,30/09/2023 01:40,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"EX, EA",Y
30th Sept am (8).MP4,CROP07,30/09/2023 01:42,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"SG, SW",Y
30th Sept am (9).MP4,CROP07,30/09/2023 02:52,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"SW, EA",Y
30th Sept am 2 beavers.MP4,CROP07,30/09/2023 03:13,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,kit,EX,Y
30th Sept am 2 beavers.MP4,CROP07,30/09/2023 03:13,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
30th Sept am (10).MP4,CROP07,30/09/2023 03:18,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"EW, SC",Y
30th Sept am (11).MP4,CROP07,30/09/2023 03:33,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,"EX, SC, EA",Y
30th Sept am (2).MP4,CROP04,30/09/2023 03:59,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,"EX, SC",Y
30th Sept am (12).MP4,CROP07,30/09/2023 04:20,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"EX, EA",Y
30th Sept am (13).MP4,CROP07,30/09/2023 04:27,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
30th Sept am (14).MP4,CROP07,30/09/2023 04:30,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
30th Sept am (15).MP4,CROP07,30/09/2023 04:37,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
30th Sept am (3).MP4,CROP04,30/09/2023 04:49,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
30th Sept am.MP4,CROP04,30/09/2023 05:18,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,"EX, SC",Y
30th Sept am (6).MP4,CROP06,30/09/2023 05:29,Beaver,Castor_fiber,1,,Oct,CROP06_Oct,CROP_1006,adult,EW,Y
30th Sept am (16).MP4,CROP07,30/09/2023 05:44,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,"EX, SC, EA",Y
30th Sept am (17).MP4,CROP07,30/09/2023 06:02,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
30th Sept pm kingfisher.MP4,CROP07,30/09/2023 19:13,Kingfisher,Alcedo_atthis,1,,Oct,CROP07_Oct,CROP_1007,,,
30th Sept pm.MP4,CROP07,30/09/2023 19:46,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EX,Y
30th Sept pm.MP4,CROP05,30/09/2023 20:03,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
30th Sept pm (2).MP4,CROP06,30/09/2023 20:12,Beaver,Castor_fiber,1,,Oct,CROP06_Oct,CROP_1006,adult,EW,Y
30th Sept pm.MP4,CROP06,30/09/2023 20:14,Beaver,Castor_fiber,1,,Oct,CROP06_Oct,CROP_1006,adult,EX,Y
30th Sept pm (2).MP4,CROP07,30/09/2023 20:15,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"EW, EA",Y
30th Sept pm (3).MP4,CROP07,30/09/2023 20:34,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
30th Sept pm (2).MP4,CROP05,30/09/2023 20:55,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
30th Sept pm.MP4,CROP04,30/09/2023 21:14,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
30th Sept pm (4).MP4,CROP07,30/09/2023 21:20,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
30th Sept pm (2).MP4,CROP04,30/09/2023 21:26,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EX,Y
30th Sept pm (3).MP4,CROP05,30/09/2023 21:43,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
30th Sept pm (4).MP4,CROP05,30/09/2023 21:55,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,"EX, EP",Y
30th Sept pm (3).MP4,CROP04,30/09/2023 22:01,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,"EW, SC",Y
30th Sept pm (5).MP4,CROP07,30/09/2023 22:15,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
30th Sept pm (4).MP4,CROP04,30/09/2023 23:11,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
30th Sept pm (5).MP4,CROP05,30/09/2023 23:17,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,WA,N
30th Sept pm (6).MP4,CROP07,30/09/2023 23:55,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"SW, SC, EA",Y
30th Sept pm 2 beavers.MP4,CROP07,30/09/2023 23:57,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
30th Sept pm 2 beavers.MP4,CROP07,30/09/2023 23:57,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,kit,"EA, VO",Y
30th Sept pm 2 beavers (2).MP4,CROP07,30/09/2023 23:58,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
30th Sept pm 2 beavers (2).MP4,CROP07,30/09/2023 23:58,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,kit,EA,Y
1st Oct am 2 beavers.MP4,CROP07,01/10/2023 00:00,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
1st Oct am 2 beavers.MP4,CROP07,01/10/2023 00:00,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,kit,SG,Y
1st Oct am 2 beavers (2).MP4,CROP07,01/10/2023 00:03,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
1st Oct am 2 beavers (2).MP4,CROP07,01/10/2023 00:03,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,kit,EA,Y
1st Oct am 2 beavers (3).MP4,CROP07,01/10/2023 00:09,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,adult,"EX, SC, EA",Y
1st Oct am 2 beavers (3).MP4,CROP07,01/10/2023 00:09,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,kit,"VO, AL",Y
1st Oct am 2 beavers (4).MP4,CROP07,01/10/2023 00:13,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
1st Oct am 2 beavers (4).MP4,CROP07,01/10/2023 00:13,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,kit,SW,Y
1st Oct am.MP4,CROP07,01/10/2023 00:16,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
1st Oct am (2).MP4,CROP07,01/10/2023 01:42,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
1st Oct am (3).MP4,CROP07,01/10/2023 01:45,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
1st Oct am (4).MP4,CROP07,01/10/2023 01:59,Beaver,Castor_fiber,1,Can hear tree felling,Oct,CROP07_Oct,CROP_1007,adult,TS,Y
1st Oct am.MP4,CROP05,01/10/2023 02:00,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
1st Oct am (5).MP4,CROP07,01/10/2023 02:08,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"SW, EA",Y
1st Oct am.MP4,CROP04,01/10/2023 02:13,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
1st Oct am 2 beavers (5).MP4,CROP07,01/10/2023 02:13,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
1st Oct am 2 beavers (5).MP4,CROP07,01/10/2023 02:13,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
1st Oct am 2 beavers (6).MP4,CROP07,01/10/2023 02:36,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
1st Oct am 2 beavers (6).MP4,CROP07,01/10/2023 02:36,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
1st Oct am (6).MP4,CROP07,01/10/2023 02:43,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
1st Oct am (7).MP4,CROP07,01/10/2023 02:47,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
1st Oct am (8).MP4,CROP07,01/10/2023 03:17,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
1st Oct am (2).MP4,CROP05,01/10/2023 03:20,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
1st Oct am 2 beavers (7).MP4,CROP07,01/10/2023 03:29,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
1st Oct am 2 beavers (7).MP4,CROP07,01/10/2023 03:29,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,adult,"EA, SW",Y
1st Oct am 2 beavers (8).MP4,CROP07,01/10/2023 03:33,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,adult,"EA, NT, VO",Y
1st Oct am 2 beavers (8).MP4,CROP07,01/10/2023 03:33,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,adult,"EA, NT, VO",Y
1st Oct am (9).MP4,CROP07,01/10/2023 03:35,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
1st Oct am (10).MP4,CROP07,01/10/2023 03:37,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
1st Oct am (11).MP4,CROP07,01/10/2023 03:42,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
1st Oct am (12).MP4,CROP07,01/10/2023 04:19,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"EX, EA",Y
1st Oct am (13).MP4,CROP07,01/10/2023 04:22,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EA,Y
1st Oct am (14).MP4,CROP07,01/10/2023 04:25,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
1st Oct am (15).MP4,CROP07,01/10/2023 04:29,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,EA,Y
1st Oct am (16).MP4,CROP07,01/10/2023 04:31,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,EA,Y
1st Oct am (17).MP4,CROP07,01/10/2023 04:32,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,EA,Y
1st Oct am (18).MP4,CROP07,01/10/2023 04:35,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,EA,Y
1st Oct am (3).MP4,CROP05,01/10/2023 04:54,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
1st Oct am (2).MP4,CROP04,01/10/2023 05:39,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EX,Y
1st Oct am (19).MP4,CROP07,01/10/2023 05:47,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,EW,Y
1st Oct am (20).MP4,CROP07,01/10/2023 06:00,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,SW,Y
1st Oct am (21).MP4,CROP07,01/10/2023 06:11,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"SW, FO",Y
1st Oct pm.MP4,CROP07,01/10/2023 20:11,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
1st Oct pm.MP4,CROP06,01/10/2023 20:27,Beaver,Castor_fiber,1,,Oct,CROP06_Oct,CROP_1006,adult,EW,Y
1st Oct pm.MP4,CROP05,01/10/2023 20:36,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
1st Oct pm (2).MP4,CROP05,01/10/2023 20:37,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
1st Oct pm (2).MP4,CROP04,01/10/2023 20:54,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,"EW, LC",Y
1st Oct pm (3).MP4,CROP04,01/10/2023 22:14,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EX,Y
1st Oct pm (3).MP4,CROP05,01/10/2023 22:15,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
1st Oct pm.MP4,CROP04,01/10/2023 22:31,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
1st Oct pm (4).MP4,CROP04,01/10/2023 23:44,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
2nd Oct am.MP4,CROP06,02/10/2023 00:06,Beaver,Castor_fiber,1,,Oct,CROP06_Oct,CROP_1006,adult,"FO, SW",Y
2nd Oct am.MP4,CROP07,02/10/2023 00:10,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,"SC, EA",Y
2nd Oct am (2).MP4,CROP07,02/10/2023 00:11,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"SW, EA",Y
2nd Oct am (3).MP4,CROP07,02/10/2023 00:18,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
2nd Oct am (4).MP4,CROP07,02/10/2023 01:20,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"SW, LC",Y
10020010.MP4,CROP10,02/10/2023 01:25,Beaver,Castor_fiber,1,,Oct,CROP10_Oct,CROP_1010,adult,FO,N
2nd Oct am.MP4,CROP05,02/10/2023 02:03,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
2nd Oct am (2).MP4,CROP05,02/10/2023 02:17,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
2nd Oct am (5).MP4,CROP07,02/10/2023 04:24,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"EX, SG",Y
2nd Oct am.MP4,CROP04,02/10/2023 04:47,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
2nd Oct am 2 beavers.MP4,CROP06,02/10/2023 04:47,Beaver,Castor_fiber,2,,Oct,CROP06_Oct,CROP_1006,adult,EA,Y
2nd Oct am (2).MP4,CROP04,02/10/2023 05:06,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EX,Y
2nd Oct am (6).MP4,CROP07,02/10/2023 05:28,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"EX, LC",Y
2nd Oct am (7).MP4,CROP07,02/10/2023 06:39,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"SW, LC",Y
10020011.MP4,CROP10,02/10/2023 07:42,Otter,Lutra_lutra,1,,Oct,CROP10_Oct,CROP_1010,adult,SW,Y
10020386.MP4,CROP08,02/10/2023 18:36,Beaver (kit),Castor_fiber,1,,Oct,CROP08_Oct,CROP_1008,kit,EA,N
2nd Oct pm.MP4,CROP07,02/10/2023 19:57,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,SW,Y
2nd Oct pm.MP4,CROP05,02/10/2023 19:58,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
2nd Oct pm.MP4,CROP06,02/10/2023 20:13,Beaver,Castor_fiber,1,,Oct,CROP06_Oct,CROP_1006,adult,"EW, SW, EA",Y
2nd Oct pm (2).MP4,CROP07,02/10/2023 20:13,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
2nd Oct pm shrew.MP4,CROP05,02/10/2023 20:14,Water shrew,Neomys_fodiens,1,,Oct,CROP05_Oct,CROP_1005,,,
2nd Oct pm (2).MP4,CROP06,02/10/2023 20:28,Beaver,Castor_fiber,1,,Oct,CROP06_Oct,CROP_1006,adult,"EA, LC",Y
2nd Oct pm (3).MP4,CROP07,02/10/2023 20:28,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
2nd Oct pm (3).MP4,CROP06,02/10/2023 20:33,Beaver,Castor_fiber,1,,Oct,CROP06_Oct,CROP_1006,adult,"SW, LC",Y
2nd Oct pm (2).MP4,CROP04,02/10/2023 20:48,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
2nd Oct pm.MP4,CROP04,02/10/2023 20:52,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
2nd Oct pm (2).MP4,CROP05,02/10/2023 20:53,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
2nd Oct pm (3).MP4,CROP05,02/10/2023 20:53,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
2nd Oct pm (3).MP4,CROP04,02/10/2023 21:08,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
2nd Oct pm (4).MP4,CROP07,02/10/2023 21:57,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"SW, SG",Y
2nd Oct pm (5).MP4,CROP07,02/10/2023 22:38,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"SW, SC",Y
2nd Oct pm (6).MP4,CROP07,02/10/2023 22:49,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
2nd Oct pm (7).MP4,CROP07,02/10/2023 22:57,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,"SW, EA",Y
2nd Oct pm (8).MP4,CROP07,02/10/2023 23:12,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,"SW, EA",Y
2nd Oct pm (9).MP4,CROP07,02/10/2023 23:17,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,SW,Y
10030012.MP4,CROP10,03/10/2023 00:13,Beaver,Castor_fiber,1,,Oct,CROP10_Oct,CROP_1010,adult,SW,Y
3rd Oct am.MP4,CROP07,03/10/2023 00:35,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"SW, FO",Y
3rd Oct am.MP4,CROP06,03/10/2023 01:13,Beaver,Castor_fiber,1,,Oct,CROP06_Oct,CROP_1006,adult,EW,Y
3rd Oct am.MP4,CROP05,03/10/2023 01:24,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
3rd Oct am (2).MP4,CROP05,03/10/2023 01:29,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
3rd Oct am (2).MP4,CROP07,03/10/2023 01:29,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
3rd Oct am.MP4,CROP04,03/10/2023 01:51,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
3rd Oct am (2).MP4,CROP04,03/10/2023 02:11,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EX,Y
3rd Oct am 2 beavers.MP4,CROP07,03/10/2023 03:33,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,adult,"AL, EA",Y
3rd Oct am 2 beavers.MP4,CROP07,03/10/2023 03:33,Beaver,Castor_fiber,2,,Oct,CROP07_Oct,CROP_1007,kit,"SW, AL",Y
3rd Oct am (3).MP4,CROP07,03/10/2023 03:33,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,SW,Y
3rd Oct am (3).MP4,CROP05,03/10/2023 03:49,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
3rd Oct am (3).MP4,CROP04,03/10/2023 04:28,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
3rd Oct am (4).MP4,CROP07,03/10/2023 05:46,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
3rd Oct am (4).MP4,CROP05,03/10/2023 06:21,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
3rd Oct am (5).MP4,CROP05,03/10/2023 06:43,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
10030016.MP4,CROP10,03/10/2023 13:21,Wren,Troglodytes_troglodytes,1,,Oct,CROP10_Oct,CROP_1010,,,
3rd Oct pm.MP4,CROP07,03/10/2023 20:11,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,kit,SW,Y
3rd Oct pm.MP4,CROP05,03/10/2023 20:25,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
3rd Oct pm (2).MP4,CROP07,03/10/2023 20:25,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,EX,Y
3rd Oct pm (2).MP4,CROP05,03/10/2023 20:36,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
3rd Oct pm (3).MP4,CROP05,03/10/2023 20:40,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
10030017.MP4,CROP10,03/10/2023 21:25,Otter,Lutra_lutra,1,,Oct,CROP10_Oct,CROP_1010,adult,SW,Y
3rd Oct pm.MP4,CROP04,03/10/2023 21:52,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
3rd Oct pm (2).MP4,CROP04,03/10/2023 22:05,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
4th Oct am.MP4,CROP07,04/10/2023 00:10,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"EX, LC",Y
4th Oct am.MP4,CROP06,04/10/2023 00:25,Beaver,Castor_fiber,1,,Oct,CROP06_Oct,CROP_1006,adult,EW,Y
4th Oct am (2).MP4,CROP07,04/10/2023 00:28,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
4th Oct am.MP4,CROP05,04/10/2023 00:39,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
4th Oct am (3).MP4,CROP07,04/10/2023 01:20,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,SW,Y
4th Oct am.MP4,CROP04,04/10/2023 02:03,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
4th Oct am (2).MP4,CROP05,04/10/2023 02:39,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
4th Oct am (3).MP4,CROP05,04/10/2023 02:56,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
4th Oct am (4).MP4,CROP07,04/10/2023 05:15,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"SW, SC",Y
4th Oct am (2).MP4,CROP04,04/10/2023 06:11,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EX,Y
4th Oct pm.MP4,CROP05,04/10/2023 20:18,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
4th Oct pm.MP4,CROP07,04/10/2023 20:21,Beaver,Castor_fiber,1,,Oct,CROP07_Oct,CROP_1007,adult,"SW, FO",Y
4th Oct pm (2).MP4,CROP05,04/10/2023 20:23,Beaver,Castor_fiber,1,,Oct,CROP05_Oct,CROP_1005,adult,EW,Y
4th Oct pm (2).MP4,CROP04,04/10/2023 20:38,Beaver,Castor_fiber,1,,Oct,CROP04_Oct,CROP_1004,adult,EW,Y
