#OTU_ID	CROP_0101	CROP_0102	CROP_0103	CROP_0104	CROP_0105	CROP_0106	CROP_0107	CROP_0108	CROP_0109	CROP_0110	CROP_01EB	CROP_01FB	CROP_0201	CROP_0202	CROP_0203	CROP_0204	CROP_0205	CROP_0206	CROP_0207	CROP_0208	CROP_0209	CROP_0210	CROP_0211	CROP_0212	CROP_0213	CROP_0214	CROP_02EB	CROP_02FB	CROP_0301	CROP_0302	CROP_0303	CROP_0304	CROP_0305	CROP_0306	CROP_0307	CROP_0308	CROP_0309	CROP_0310	CROP_03EB	CROP_03FB	CROP_0401	CROP_0402	CROP_0403	CROP_0404	CROP_0405	CROP_0406	CROP_0407	CROP_0408	CROP_0409	CROP_0410	CROP_04EB	CROP_04FB	CROP_0501	CROP_0502	CROP_0503	CROP_0504	CROP_0505	CROP_0506	CROP_0507	CROP_0508	CROP_0509	CROP_0510	CROP_0511	CROP_0512	CROP_0514	CROP_05EB	CROP_05FB	CROP_0601	CROP_0602	CROP_0603	CROP_0604	CROP_0605	CROP_0606	CROP_0607	CROP_0608	CROP_0609	CROP_0610	CROP_06EB	CROP_06FB	CROP_0701	CROP_0702	CROP_0703	CROP_0704	CROP_0705	CROP_0706	CROP_0707	CROP_0708	CROP_0709	CROP_0710	CROP_07EB	CROP_07FB	CROP_0801	CROP_0802	CROP_0803	CROP_0804	CROP_0805	CROP_0806	CROP_0807	CROP_0808	CROP_0809	CROP_0810	CROP_0811	CROP_0812	CROP_0813	CROP_0814	CROP_08EB	CROP_08FB	CROP_0901	CROP_0902	CROP_0903	CROP_0904	CROP_0905	CROP_0906	CROP_0907	CROP_0908	CROP_0909	CROP_0910	CROP_09EB	CROP_09FB	CROP_1001	CROP_1002	CROP_1003	CROP_1004	CROP_1005	CROP_1006	CROP_1007	CROP_1008	CROP_1009	CROP_1010	CROP_10EB	CROP_10FB	CROP_1101	CROP_1102	CROP_1103	CROP_1104	CROP_1105	CROP_1106	CROP_1107	CROP_1108	CROP_1109	CROP_1110	CROP_1111	CROP_1112	CROP_1113	CROP_1114	CROP_11EB	CROP_11FB	CROP_1201	CROP_1202	CROP_1203	CROP_1204	CROP_1205	CROP_1206	CROP_1207	CROP_1208	CROP_1209	CROP_1210	CROP_12EB	CROP_12FB	CROP_1301	CROP_1302	CROP_1303	CROP_1304	CROP_1305	CROP_1306	CROP_1307	CROP_1308	CROP_1309	CROP_1310	CROP_13EB	CROP_13FB	D_01_B1	D_01_B1d	D_01_B2	D_01_P1	D_01_P1d	D_01_P2	D_02_B1	D_02_B1d	D_02_B2	D_02_B2d	D_02_P1	D_02_P1d	D_02_P2	D_02_P2d	D_03_B1	D_03_B1d	D_03_B2	D_03_B2d	D_03_P1	D_03_P1d	D_03_P2	D_03_P2d	D_04_B1	D_04_B2	D_04_B2d	D_04_B3	D_04_B3d	D_04_P1	D_04_P1d	D_05_B1	D_05_B1d	D_05_B2	D_05_P1	D_05_P1d	D_05_P2	D_06_B1	D_06_B2	D_06_P1	D_06_P2	D_07_B1	D_07_B2	D_07_P1	D_07_P2	D_08_B1	D_08_B2	D_08_P1	D_08_P2	D_09_B1	D_09_B2	D_09_B3	D_09_B4	D_10_B1	D_10_B2	D_10_P1	D_10_P2	D_BK1	D_BK2	D_BK3	D_BK4	D_BK5	D_EB1	D_EB2	D_EB3	NEG01	NEG02	NEG03	NEG04	NEG05	NEG06	NEG07	NEG08	NEG09	NEG10	NEG11	POS01	POS02	POS03	POS04	POS05	POS06	POS07	POS08	POS09	POS10	POS11	taxonomy
Gasterosteus_aculeatus	311	69	4483	2215	3227	2375	4121	4833	6213	5723	0	0	3900	1178	19233	2695	3742	7575	9780	2646	13280	5860	12596	11977	4957	3132	0	0	8260	2214	30514	11936	14710	6810	17310	8628	9909	13797	0	0	6543	1594	24308	5195	21462	18140	12728	8738	14134	15182	4	87	1294	1642	7359	1678	5302	5063	7506	8322	5970	8122	5398	3805	133	0	0	4347	1228	15787	1515	3762	4549	4356	4118	3445	3902	0	7	3803	203	23943	4871	26732	15019	8921	5733	10698	9146	4	0	8533	0	34781	11366	27422	16007	11451	4313	42292	17836	27912	2493	373	0	0	0	55966	1616	59398	58273	56501	42778	69623	42565	43098	36213	0	4	27870	2215	29691	44589	36435	32456	35247	32286	29381	32365	0	0	33494	1712	49282	22484	22293	37719	44225	37431	28655	31035	31572	19327	18460	8785	0	0	2628	364	25927	7708	20096	25488	14432	7356	13373	10419	0	0	11271	94	88852	19111	32294	6350	43759	14761	42821	25864	0	0	0	3	0	0	4	0	0	7650	0	9	0	3	0	4	0	0	0	5112	0	0	0	6629	0	0	4208	0	0	4	0	4	3	819	0	0	0	0	3	0	0	0	0	0	0	0	413	0	0	0	0	4	0	0	0	0	17	0	375	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	125	d__Eukaryota; p__Chordata; c__Actinopteri; o__Perciformes; f__Gasterosteidae; g__Gasterosteus; s__Gasterosteus_aculeatus
Pungitius_pungitius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Chordata; c__Actinopteri; o__Perciformes; f__Gasterosteidae; g__Pungitius; s__Pungitius_pungitius
Oncorhynchus_mykiss	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Chordata; c__Actinopteri; o__Salmoniformes; f__Salmonidae; g__Oncorhynchus; s__Oncorhynchus_mykiss
Salmo_salar	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Chordata; c__Actinopteri; o__Salmoniformes; f__Salmonidae; g__Salmo; s__Salmo_salar
Salmo_trutta	596	337	697	993	960	926	2805	889	1332	1628	0	0	1682	1018	496	285	3229	3191	2030	1206	3236	1597	3766	2442	2733	1774	0	0	7939	10738	1300	7184	4308	3102	4206	3786	4164	4205	0	0	11101	6880	246	9880	5512	3691	6867	4363	7945	1987	0	0	10071	9338	1765	8205	7159	5510	6667	9081	8311	7080	3441	4608	3051	0	0	8045	15565	1632	13809	8084	7095	8734	9117	4372	5852	0	0	9650	10964	1168	8574	17127	5687	3908	6372	7428	5191	3	0	17759	11706	2761	13845	13678	11954	11252	1562	3859	3796	14941	23518	48042	7279	0	0	13560	17955	567	8159	9808	9172	3628	3484	2646	1444	536	0	9935	15085	2174	4409	7359	8607	6256	4963	4531	5908	0	0	14617	8349	5229	21886	7805	15827	13464	14363	10493	12769	8254	20427	31317	45742	0	0	3593	2896	8753	22692	7681	11129	2351	1788	4203	4352	0	0	5827	18320	286	14158	24020	5192	6013	4521	4310	3907	0	0	0	14884	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0	0	0	0	7209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	4	0	0	0	0	5	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	d__Eukaryota; p__Chordata; c__Actinopteri; o__Salmoniformes; f__Salmonidae; g__Salmo; s__Salmo_trutta
Bufo_bufo	0	0	0	0	0	48	19	0	0	10	0	0	79	8	0	20	11	16	25	70	80	151	67	15	36	71	0	0	8199	8557	1875	8367	4985	2976	1294	3372	4434	2366	0	0	3213	3496	3701	4129	16012	9793	5156	3309	3798	18484	0	0	157	38	590	16	490	566	335	1332	265	449	1606	2032	79	0	0	183	362	2216	69	599	362	504	370	259	202	0	0	293	204	37	285	225	571	185	322	140	0	0	0	5072	33037	0	322	38	0	0	0	0	0	2657	31	1135	0	0	0	69	267	26	211	75	78	345	0	80	0	0	0	862	66	463	0	167	152	31	216	12	58	0	200	0	0	895	0	0	295	85	176	0	0	116	94	0	116	0	0	0	0	227	0	14	96	49	53	0	0	0	0	5795	8116	0	8621	2244	1111	788	1652	1161	603	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	d__Eukaryota; p__Chordata; c__Amphibia; o__Anura; f__Bufonidae; g__Bufo; s__Bufo_bufo
Rana_temporaria	332	492	84	920	1995	1476	813	287	663	123	0	0	432	29	1117	202	0	483	403	96	489	535	860	946	852	1413	0	0	35580	31201	42694	49655	40927	22376	18820	21258	22358	15749	0	0	4877	3297	45842	7210	65070	52254	21880	9922	16868	24101	0	0	3281	2709	18403	1102	6300	5049	6246	9533	9145	11948	17564	14447	687	0	0	1076	0	4316	944	3501	724	1765	1664	1611	2183	0	0	296	100	780	0	25	50	331	101	0	1011	0	0	0	205	294	0	0	0	762	0	469	0	0	0	0	0	224	0	629	432	446	575	767	503	785	323	328	0	0	0	2317	704	346	2600	6768	10261	6764	5088	3229	3905	0	0	1735	992	950	9257	967	2198	1188	2060	1215	1074	1933	630	2590	635	0	0	1250	401	2527	565	2841	392	597	1879	1745	970	0	0	0	0	0	373	0	0	0	0	0	0	0	0	0	9	0	0	8	0	0	0	0	0	0	12303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	d__Eukaryota; p__Chordata; c__Amphibia; o__Anura; f__Ranidae; g__Rana; s__Rana_temporaria
Lissotriton_helveticus	0	0	0	0	35	0	0	0	0	0	0	0	254	58	1445	105	322	623	183	292	537	287	453	710	1028	379	0	0	483	334	12966	2061	2563	1299	847	1079	2026	1444	0	0	344	247	4680	517	7939	5940	4146	2176	1820	1659	0	0	300	0	3382	300	1670	1218	1231	1471	1923	1508	873	1687	121	0	0	524	301	3754	0	1336	829	1209	939	521	1446	0	0	133	0	94	127	2273	681	387	417	699	360	0	0	393	153	0	0	587	496	0	0	0	742	0	0	0	0	0	0	774	761	0	636	112	132	199	0	0	0	0	0	169	353	0	0	0	119	234	463	110	151	0	0	0	0	485	0	0	311	605	215	160	230	0	351	479	0	0	0	0	0	0	0	0	225	122	141	0	0	0	0	0	0	0	255	217	0	81	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5129	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Chordata; c__Amphibia; o__Caudata; f__Salamandridae; g__Lissotriton; s__Lissotriton_helveticus
Lissotriton_vulgaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Chordata; c__Amphibia; o__Caudata; f__Salamandridae; g__Lissotriton; s__Lissotriton_vulgaris
Accipiter_gentilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Chordata; c__Aves; o__Accipitriformes; f__Accipitridae; g__Accipiter; s__Accipiter_gentilis
Accipiter_nisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Chordata; c__Aves; o__Accipitriformes; f__Accipitridae; g__Accipiter; s__Accipiter_nisus
Buteo_buteo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Chordata; c__Aves; o__Accipitriformes; f__Accipitridae; g__Buteo; s__Buteo_buteo
Aix_galericulata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Chordata; c__Aves; o__Anseriformes; f__Anatidae; g__Aix; s__Aix_galericulata
Anas_carolinensis	30	0	0	76	70	155	0	82	113	0	0	0	85	46	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	97	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	691	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	2235	875	0	361	897	736	512	4	496	794	0	0	1048	1760	0	1651	0	1680	5	1162	1635	1289	1160	625	0	315	0	0	1290	0	1002	757	2005	0	832	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	d__Eukaryota; p__Chordata; c__Aves; o__Anseriformes; f__Anatidae; g__Anas; s__Anas_carolinensis
Gallinago_gallinago	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Chordata; c__Aves; o__Charadriiformes; f__Scolopacidae; g__Gallinago; s__Gallinago_gallinago
Scolopax_rusticola	0	13	0	0	0	0	0	0	0	0	0	0	0	47	15	53	0	273	49	16	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	503	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	82	59	0	1078	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Chordata; c__Aves; o__Charadriiformes; f__Scolopacidae; g__Scolopax; s__Scolopax_rusticola
Columba_livia	0	0	0	0	0	0	0	0	0	0	0	0	192	143	21	0	0	0	0	36	0	0	231	86	156	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	26	373	0	1558	616	0	0	0	203	0	0	151	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Chordata; c__Aves; o__Columbiformes; f__Columbidae; g__Columba; s__Columba_livia
Columba_oenas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Chordata; c__Aves; o__Columbiformes; f__Columbidae; g__Columba; s__Columba_oenas
Alcedo_atthis	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Chordata; c__Aves; o__Coraciiformes; f__Alcedinidae; g__Alcedo; s__Alcedo_atthis
Alectoris_rufa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	2842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18266	0	0	301	51	965	0	0	325	152	105	612	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Chordata; c__Aves; o__Galliformes; f__Phasianidae; g__Alectoris; s__Alectoris_rufa
