"","Anguilla_anguilla","Astatotilapia_calliptera","Cobitis_taenia","Cyprinus_carpio","Pimephales_promelas","Tinca_tinca","Cottus_gobio","Gasterosteus_aculeatus","Oncorhynchus_mykiss","Salmo_trutta","Bufo_bufo","Rana_temporaria","Lissotriton_helveticus","Lissotriton_vulgaris","Accipiter_gentilis","Buteo_buteo","Aix_galericulata","Anas_carolinensis","Gallinago_gallinago","Scolopax_rusticola","Columba_livia","Columba_oenas","Alcedo_atthis","Alectoris_rufa","Perdix_perdix","Phasianus_colchicus","Gallinula_chloropus","Aegithalos_caudatus","Troglodytes_troglodytes","Garrulus_glandarius","Pica_pica","Plectrophenax_nivalis","Muscicapa_striata","Parus_major","Sitta_europaea","Erithacus_rubecula","Turdus_philomelos","Ardea_cinerea","Dendrocopos_major","Phalacrocorax_carbo","Lampetra_fluviatilis","Bos_taurus","Ovis_aries","Capreolus_capreolus","Cervus_elaphus","Dama_dama","Canis_lupus","Vulpes_vulpes","Lutra_lutra","Meles_meles","Mustela_erminea","Pipistrellus_pipistrellus","Plecotus_austriacus","Neomys_fodiens","Sorex_araneus","Sorex_minutus","Talpa_europaea","Oryctolagus_cuniculus","Equus_caballus","Homo_sapiens","Castor_fiber","Microtus_agrestis","Myodes_glareolus","Rattus_norvegicus","Sciurus_carolinensis","Anas","Columba","Fringilla","Phylloscopus","Regulus","Turdus","Apodemus","Anatidae","Phasianidae","Corvidae","Fringillidae","Passeriformes"
"CROP_0410",0,0,0,0,0,0.00293523372651813,0.0310315640017475,0.207268457841852,0,0.0271270205329838,0.252348186981215,0.329032874617737,0.0226490825688073,0,0,0,0,0,0,0,0,0,0,0,0,0.00935179117518567,0,0,0,0,0,0,0,0,0,0.00128331148973351,0,0,0,0,0.0659403669724771,0,0,0,0.001064875491481,0,0,0,0,0,0,0,0,0.00221166448230668,0,0,0,0.00282601572739187,0,0,0.0416120576671035,0,0,0,0.00103757099169943,0,0,0,0.00118774574049803,0,0,0,0.00109217999126256,0,0,0,0
"CROP_0501",0,0,0,0,0,0,0.226087754727373,0.0395936601187198,0,0.308151275931706,0.00480386757236399,0.100391652897619,0.00917936478795667,0,0,0,0,0,0,0,0,0,0,0,0,0.0520164004650878,0,0,0,0,0,0,0,0,0,0.107123187075454,0.0309038614527875,0,0,0,0.00159108989657916,0,0,0,0.00593598922954532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180527507496481,0.013065295881525,0,0.0240499357444465,0,0,0,0.0158497032005385,0,0.0432042102686494,0,0,0,0
"CROP_0502",0,0,0,0,0,0.00603157096574068,0.128765423588612,0.0565933687185497,0,0.321844626731923,0,0.0933687185496657,0,0,0,0.00651409664299993,0,0,0,0,0.0134417867236507,0,0,0,0,0.117288205693803,0,0,0.00158544151099469,0,0,0,0,0,0,0.0869235541462742,0.00492865513200524,0,0,0,0.0038257392982698,0,0,0.00454952781415868,0,0,0.0150272282346453,0,0.00468739229337561,0,0,0,0,0,0,0,0,0,0,0,0.00423933273592059,0,0,0.0168539325842697,0.00806507203419039,0,0.0499414075963328,0.00789274143516923,0,0,0.0285379471979045,0.00261942510512167,0,0,0.0164748052664231,0,0
"CROP_0503",0,0,0,0,0,0.00674932358100675,0.018999197217019,0.218802961377219,0,0.0524782207950525,0.0175422947700175,0.547170933309547,0.100556001546101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111200309220111,0,0,0,0.00243808164600244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136770433800137,0,0,0,0.0165313828680165,0,0,0.00178396218000178,0,0,0,0,0,0,0,0,0.00445990545000446,0,0,0,0
"CROP_0504",0,0,0,0,0,0,0.36608668634457,0.0651701102998291,0,0.318665527419605,0,0.0427994407332608,0.0116513903992543,0,0,0,0,0,0,0,0,0,0,0,0,0.0129330433431723,0,0,0,0.00889389467143079,0,0,0,0,0,0.0942597483299674,0.00198073636787323,0,0,0,0.00609756097560976,0,0,0,0,0,0,0,0.00337890321578375,0,0,0,0,0,0.00264098182383098,0,0,0,0,0,0.0172828957588939,0,0,0.00714618611154264,0.0112241727512817,0,0.0056703433276371,0,0,0.00287400963181606,0,0,0.0186033866708094,0,0,0,0.00264098182383098
"CROP_0505",0,0,0,0,0,0.00968754671849305,0.218777096725968,0.158528928090895,0,0.214052922708925,0.0146509194199432,0.188368963970698,0.0499327253700105,0,0,0,0,0,0,0,0,0,0,0,0,0.02347137090746,0,0,0,0,0,0,0.00260128569292869,0,0,0.0390192853939303,0.00137539243534161,0,0,0.00191358947525789,0.0046643743459411,0,0,0,0,0,0,0,0,0,0,0,0,0.00430557631933024,0,0,0,0,0,0,0.0383016893407086,0,0,0.00556136941246823,0.00514277171475557,0,0.00340858125280311,0,0,0.00245178651517417,0.00379727911496487,0,0.00998654507400209,0,0,0,0
"CROP_0506",0,0,0,0,0,0.0046062070527826,0.235143094465,0.191157592690478,0,0.208034433285509,0.0213697802612701,0.190629011553273,0.0459865589367968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253718945858189,0.0029449520501397,0,0,0,0.0123839009287926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230687910594276,0,0,0.0123083893377633,0.00992977422034282,0,0.00268066148153742,0,0,0,0.00683379898814468,0,0.0075511591029223,0,0,0,0
"CROP_0507",0,0,0,0,0,0.00507298892224868,0.319908893260172,0.194274769644891,0,0.172559271146081,0.00867066984159851,0.161662698001864,0.0318614763433068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207578424267523,0,0,0,0,0.00561652344963247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683818200641888,0,0,0.00155295579252511,0,0,0,0,0,0,0,0,0.00794595713842013,0,0,0,0.0017341339683197
"CROP_0508",0,0,0,0,0,0.014655541292255,0.340571958351162,0.148373983739837,0,0.161906290115533,0.0237483953786906,0.169965054913707,0.0262266438453858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00659677649408073,0,0,0,0,0.00272785622593068,0,0.00114106404221937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808372557409785,0,0,0,0,0,0,0,0,0,0.00377977463985166,0,0.019469405220368,0,0,0,0
"CROP_0509",0,0,0,0,0,0.00496343364105023,0.28751948207649,0.143148303560724,0,0.199280661791152,0.0063541541781561,0.219278263997123,0.0461095791871478,0,0,0,0,0,0,0,0,0,0,0,0,0.00266155137273708,0,0,0,0,0,0.00211005874595372,0,0,0,0.0146984774007913,0.00400431602925309,0,0,0,0.00544299244694881,0,0,0,0,0,0,0,0,0,0,0,0,0.00115094113415658,0,0,0,0,0,0,0.0549094832753866,0,0,0,0,0.00110298525356672,0,0,0,0,0,0,0.00726531590936339,0,0,0,0
"CROP_0510",0,0,0,0,0,0.015740421125302,0.207824185939478,0.186905994707168,0,0.162927166033828,0.0103325279024278,0.274951098837878,0.0347025658727419,0,0,0,0,0,0,0,0,0,0,0,0,0.00329076055689794,0,0,0.00131170176044184,0,0,0,0,0,0,0.010010355540214,0,0,0,0,0.0153952364515016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636520538488091,0,0,0.00179496030376251,0,0,0,0,0,0,0.00142676331837533,0,0.00973420780117363,0,0,0,0
"CROP_0511",0,0,0,0,0,0.0150693477947881,0.18522340068148,0.129529202860297,0,0.0825694677736718,0.0385372174497288,0.421461822719201,0.0209483130968949,0,0,0,0,0,0,0.00191966213946345,0,0,0,0,0,0,0,0,0.00194365791620675,0,0,0,0,0,0,0,0,0,0,0,0.00583097374862024,0,0,0,0,0,0,0,0.00127177616739454,0,0,0,0,0.00119978883716466,0,0,0,0,0,0,0.088640399289725,0,0,0,0.00115179728367807,0,0,0,0,0,0.00115179728367807,0,0.00355137495800739,0,0,0,0
"CROP_0512",0,0,0,0,0,0.00484179709492174,0.277648913410652,0.0856885485868708,0,0.103772097736741,0.0457606125436325,0.325346244792253,0.0379912172052697,0,0,0,0,0,0,0,0,0.0109447134331719,0,0,0,0.0205832676500394,0,0,0,0,0,0,0,0,0,0.00245467852719288,0,0,0,0,0.00520211687872987,0,0,0,0,0,0.00119355928386443,0,0,0,0,0,0,0.00112599932440041,0,0,0,0,0,0,0.0351311789212926,0,0,0,0,0,0.0106519536088278,0,0,0,0.00740907555455467,0,0.0242540254475847,0,0,0,0
"CROP_0514",0,0,0,0,0,0,0.379806159535803,0.00424026015430721,0,0.0972709303067015,0,0.021902697188038,0.0038576802907607,0,0,0,0,0,0,0,0,0,0,0.00223171587068801,0,0.00962825989925397,0,0,0,0,0.00153031945418606,0,0,0,0,0.00392144360135178,0,0,0,0,0.00701396416501945,0.35522540330294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00414461518842058,0,0,0,0,0,0.100554740802142,0,0,0,0,0,0.00867181024038768,0,0,0,0
"CROP_0601",0,0,0,0,0,0,0.20853599754612,0.190482450374655,0,0.352526182025328,0.00801892993295649,0.0471495552342141,0.0229613075675913,0,0,0,0,0,0,0,0,0,0,0,0,0.016388414179922,0,0,0.0174400771219491,0,0,0,0,0,0,0,0,0,0,0,0.0148985583453836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723018272643618,0.0186670172209807,0,0,0,0,0,0,0,0.0212961745760484,0,0,0,0.00933350861049034
"CROP_0602",0,0,0,0,0,0,0.261952841955218,0.0364673041515709,0,0.462226049771337,0.0107501336342579,0,0.00893864702738018,0.00484052978559126,0,0,0,0,0,0,0,0,0,0,0,0.0525331115994536,0,0,0.0102155966027202,0,0,0,0,0,0,0.00406842074003682,0,0,0,0,0.00879016451861971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00593930035041872,0,0.0065035338837085,0,0,0,0.00840410999584249,0,0,0.0416641919581873,0.0281225871592326,0,0.0074241254380234,0.00721624992575875,0,0,0.00938409455366158,0.00457326126982241,0.019985745679159,0,0,0,0
"CROP_0603",0,0,0,0,0,0.0109382960232551,0.0232551170247835,0.473103778956517,0,0.04890766879439,0.0664089424315982,0.129341604483203,0.112499625400821,0,0,0,0,0,0,0,0,0,0,0,0,0.00854086127843208,0,0,0,0,0,0,0,0.00491474122688723,0,0,0.00629326620516048,0,0,0,0,0,0,0,0,0,0,0,0.00940993137343043,0,0,0,0,0,0,0,0,0,0,0,0.0870868171056969,0,0,0.0127363720818724,0.00170817225568642,0,0.00485480535826665,0,0,0,0,0,0,0,0,0,0
"CROP_0604",0,0,0,0,0,0.015697860677037,0.20716904566974,0.053928024774855,0,0.491545936710213,0,0.033602676823408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011782294521767,0,0,0.01993379133592,0,0,0,0,0,0,0.01103477734667,0,0,0,0,0.00872103370946499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00875662976542199,0.0562061723561029,0.00793792047841099,0,0.012387427473036,0,0.015484284341295,0,0.013633289431531,0.00733278752714199,0.024846047057986,0,0,0,0
"CROP_0605",0,0,0,0,0,0.0185504488970807,0.18978536179321,0.111837802485284,0,0.240323443724359,0.0178072418098579,0.104078720494679,0.0397169867411856,0,0,0,0,0,0,0.0149533265949224,0,0,0,0,0,0,0,0,0.0224448540341281,0,0,0,0,0,0,0,0.0368333432427612,0,0,0,0.01174267197812,0,0,0,0,0,0,0,0.0130209881681432,0,0,0,0,0.0105535406385635,0,0,0,0,0,0,0.0727451096973661,0,0,0.0336524169094476,0.0243177358939295,0,0,0,0,0,0,0,0.0312146976633569,0,0,0,0.00642130923360485
"CROP_0606",0,0,0,0,0,0,0.280280866003511,0.166361907548274,0,0.259471913399649,0.0132387361029842,0.0264774722059684,0.030317437097718,0,0,0,0,0,0,0.00394967817437098,0,0,0,0,0,0.0119221767115272,0,0,0.0319997074312463,0,0,0.00296225863077823,0,0,0,0.0120684610883558,0,0,0,0,0.00585137507314219,0,0,0.00950848449385606,0.00654622586307782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678759508484494,0,0,0.0261483323581042,0.0167129900526624,0,0.0180661205383265,0,0,0,0,0,0.0027428320655354,0,0.00749707431246343,0,0
"CROP_0607",0.00509481255448997,0,0,0,0,0,0.237957715780296,0.118679163034002,0,0.237957715780296,0.0137314734088928,0.0480874019180471,0.0329391891891892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109524847428073,0.0127234088927637,0,0,0,0,0,0,0,0,0,0,0.00634808195292066,0,0,0,0.00242480383609416,0,0,0,0,0.00196163905841325,0,0,0,0,0,0,0,0,0,0,0.152163251961639,0.00634808195292066,0,0.0412489102005231,0.0282802964254577,0,0.0212783347863993,0,0.00830972101133391,0,0,0,0.0135135135135135,0,0,0,0
"CROP_0608",0.00265020328263816,0,0,0,0,0.0147266977864779,0.244842644180093,0.124017467248908,0,0.274567083270592,0.0111429001656377,0.0501129347989761,0.0282788736636049,0,0,0,0,0,0,0,0,0,0,0,0,0.0126185815389249,0,0,0,0,0,0,0,0,0,0,0.0114741755759675,0,0,0,0.0163529588917332,0,0,0,0.00514982683330824,0,0,0,0,0,0,0,0,0.00873362445414847,0,0,0.00704713145610601,0,0,0,0.132751091703057,0,0,0.0277066706821262,0.00834211715103147,0,0.014094262912212,0,0,0,0.00539075440445716,0,0,0,0,0,0
"CROP_0609",0,0,0,0,0,0.0115132976463591,0.186294502506585,0.146359078936188,0,0.185742204095505,0.0110034837284391,0.0684425184807545,0.0221344209363582,0,0,0,0,0,0,0,0,0,0,0,0,0.00424844931599966,0,0,0,0.00900671254991928,0,0,0,0,0,0.00794460022091936,0.00450335627495964,0,0,0,0.00688248789191945,0,0,0,0.00263403857591979,0,0,0,0,0,0,0,0,0.00633018948083949,0,0,0,0,0,0,0.2535049706857,0,0,0.0470728184212762,0.00229416263063982,0,0.0062027360013595,0,0,0,0.00403602685019968,0.00157192624691987,0.00900671254991928,0,0,0,0.00327130597331974
"CROP_0610",0,0,0,0,0,0.0292821266272594,0.20043051901459,0.133324221819797,0,0.199952164553934,0.00690197150374142,0.0745891276864728,0.049407182150545,0,0,0,0,0,0,0,0.00365599480643728,0,0,0,0,0,0,0,0.00580858987938634,0,0,0.001776745139577,0,0,0,0,0,0,0,0,0.00427102197013701,0,0,0.00187924966686029,0.00369016298219838,0,0,0,0,0,0,0,0.0025967813578433,0,0,0,0,0,0,0,0.226705846174873,0,0.00307513581849865,0.0418901834831038,0.00239177230327673,0,0,0,0,0,0,0,0.00389517203676496,0,0,0,0.00447603102470359
"CROP_0701",0,0,0,0,0,0.00568501280689698,0.187834489077695,0.0791945190645759,0,0.200953749401304,0.00610149726161471,0.00616396992982237,0.00276962162387289,0,0.00172841048707857,0,0,0,0,0,0,0,0,0,0,0.458820099539785,0,0,0,0,0,0,0,0.00324857874679828,0,0,0,0,0,0,0.00570583702963287,0.00408154765623373,0,0,0,0,0,0,0,0,0,0,0,0,0.00251973095104225,0,0,0,0,0,0.0275504466795777,0,0,0,0.00354011786510069,0,0.00410237187896962,0,0,0,0,0,0,0,0,0,0
"CROP_0702",0,0,0,0,0,0.0287346583069065,0.209082766467356,0.00491418334987533,0,0.265414316492774,0.00493839114962841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460093442107047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00849693771333124,0,0,0,0.00501101454888765,0,0,0,0,0,0,0,0,0,0,0,0.0043331961558014,0,0,0,0,0,0,0,0.00530150814592462,0,0.00367958556246823,0,0,0,0,0,0,0,0,0,0
"CROP_0703",0,0,0,0,0,0.00555952922816828,0.013882567137005,0.778431627544054,0,0.0379738604590676,0,0.0253592561284869,0.00305611548215099,0,0,0,0,0,0,0,0,0,0,0,0,0.0270823850705507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260094934651148,0,0,0,0,0,0.0283828597438065,0,0,0.00156056960790689,0.00718512256973795,0,0,0,0.00572208856232525,0,0,0,0.060732167241043,0,0,0,0.0024709018791859
"CROP_0704",0,0,0,0,0,0.0139599130077,0.107094574736966,0.143155234232646,0,0.25198377711162,0.00837594780462,0,0.00373243989890084,0,0,0,0,0.0051431258449421,0,0,0,0,0,0,0,0.389466878269559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108152589196497,0.00640686533827073,0,0,0.0110503732439899,0,0,0,0.00437900429083642,0,0,0,0,0,0.00828777993299242,0,0,0,0,0,0.0207782284135661,0,0,0,0.00382060777052842,0,0.00596602598013284,0,0,0,0,0,0.00558396520308,0,0,0,0
"CROP_0705",0,0,0,0,0,0.0237814055806414,0.0797267569758018,0.309505615375709,0,0.198298020145884,0.00260507120527961,0,0.0263170082204469,0,0,0,0,0.00800046312376983,0,0,0,0,0,0,0,0.253791825865463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884103276600672,0,0,0,0.0025240245455598,0,0,0,0,0,0,0,0.00703948130137779,0,0,0,0
"CROP_0706",0,0,0,0,0,0,0.0248728488817669,0.34880048305813,0,0.132074595322697,0.0132608746139019,0,0.0158155089528322,0,0,0,0,0,0,0,0,0,0,0,0,0.436215425346617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130054111800088,0,0,0,0,0,0,0,0,0,0,0,0.00615434636196846,0,0,0,0,0,0,0,0,0,0,0,0.021505376344086,0,0,0,0
"CROP_0707",0,0,0,0,0,0.00363532211157134,0.0684101524632061,0.19654974883229,0,0.0861020534061867,0.00407596721600423,0.00729267647836433,0.00852648277077642,0,0,0,0,0,0,0,0,0,0,0,0,0.544989865162598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057944831232925,0.00268793513704063,0,0,0.00290825768925707,0,0,0,0,0,0,0,0,0.00273199964748392,0.0044064510443289,0,0.00143209658940689,0,0,0,0.0442407684850621,0,0,0,0.00169648365206663,0,0,0,0,0,0,0,0.0145192561910637,0,0,0,0
"CROP_0708",0,0,0,0.00251291358369398,0,0.0160547256736004,0.0537205081669691,0.160072595281307,0,0.177914281725534,0.00899064637721625,0,0.0116431662711155,0,0,0,0,0,0,0,0,0,0,0,0,0.508641630601703,0,0,0,0,0,0,0,0,0,0.00421611056819768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368560658941784,0,0,0,0.00117269300572386,0,0.00337847270696635,0,0,0,0,0,0.0148261901437945,0,0,0,0
"CROP_0709",0,0,0,0,0,0.00510204081632653,0.0472789115646259,0.181938775510204,0,0.126326530612245,0.00238095238095238,0,0.0118877551020408,0,0,0,0,0,0,0,0,0,0,0,0,0.354047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00743197278911565,0,0,0,0,0,0.00217687074829932,0,0,0,0,0.161802721088435,0.0680952380952381,0,0,0,0,0,0.0126020408163265,0,0,0,0,0,0.0189285714285714,0,0,0,0
"CROP_0710",0,0,0,0,0,0.00661215978928885,0.169803555750658,0.250932835820896,0,0.142422080772608,0,0.0277381474978051,0.00987708516242318,0,0,0,0,0,0,0,0,0,0,0,0,0.175757243195786,0,0,0.00987708516242318,0,0,0,0,0,0,0,0,0,0,0,0.00589881474978051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172135645302897,0,0,0,0,0,0.0172025899912204,0,0,0,0,0,0.0117427568042142,0,0,0,0
"CROP_0801",0,0,0,0,0,0.00283719270824485,0.0867467423251389,0.144968654966786,0,0.301710810213894,0.0861691102767537,0,0.00667674691221692,0,0,0,0,0,0,0,0,0,0,0,0,0.040621124343793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198773381356076,0,0,0,0.00307504119875639,0,0,0,0.00766211923005046,0,0,0.00164795025568713,0,0,0,0,0,0,0,0,0.292162892237645,0,0,0,0.00202171216934813,0,0.00256536586194594,0,0,0,0.00193676627987972,0,0.0172100372062996,0,0,0,0
"CROP_0802",0,0,0,0,0,0.00231415438262799,0.166825170391504,0,0,0.185544460294817,0.52364875574576,0.00324932635916944,0.00242510699001427,0,0,0,0,0.00233000475511174,0,0,0,0,0,0,0,0.0803138373751783,0,0,0.00236170550007925,0,0,0,0,0,0,0,0,0,0,0,0.00207639879537169,0,0,0,0.00263116183230306,0,0,0,0,0,0,0,0,0.00158503724837534,0.00145823426850531,0,0,0,0,0,0,0,0,0,0.00380408939610081,0,0,0.00410524647329212,0.00345538120145823,0,0,0,0.0118719289903313,0,0,0,0
"CROP_0803",0,0,0,0,0,0.0267946629917314,0.0121053620646455,0.544678651966926,0,0.0432379102981709,0,0.00460410924580306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422669756953145,0,0,0,0,0,0,0,0,0,0,0.00568466549736908,0,0,0,0,0.0036958155850664,0,0,0,0,0,0,0,0,0,0.00181658732147331,0,0,0,0,0,0,0,0.106724505136557,0.155302555750438,0.00300676522174893,0,0.0127317714858431,0.00382109746930594,0,0,0,0,0,0,0,0.0335285642696066,0,0,0,0
"CROP_0804",0,0,0,0,0,0,0.0930483116628713,0.278312397463209,0,0.33901417762433,0.00788462009353804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178995567961997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133450868042802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174955312324004,0,0,0,0.00408922843360513,0,0,0,0,0.0127818996547418,0,0,0.0586694091432209,0,0,0,0
"CROP_0805",0,0,0,0,0,0.00875704919536014,0.159644216221173,0.41908517109104,0,0.209038252869347,0,0,0.00897100851252426,0,0,0,0,0,0,0,0,0,0,0,0,0.0143047086332584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00463069093576636,0,0,0,0.00334693503278162,0,0,0,0,0,0,0.00319410694909297,0,0,0,0,0,0,0,0,0.147035899316858,0.00466125655250409,0,0,0,0,0.0102089159904024,0,0,0,0,0,0.00712178869989149,0,0,0,0
"CROP_0806",0,0,0,0,0,0.0136457131390157,0.269469389120219,0.267680061539491,0,0.199903008411512,0,0,0.00829445308449974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00707369688456329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00416394922992023,0,0,0.00252512583822472,0.00275924346560979,0,0,0,0,0,0,0,0,0.00874596565159953,0,0,0,0,0,0,0.173748724895065,0,0,0,0,0,0.0196993260756869,0,0,0,0,0,0.0222913426645931,0,0,0,0
"CROP_0807",0,0,0,0,0,0.0223962988276116,0.20300369766749,0.200672940434257,0,0.197185566829644,0,0.0133536617422848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478418589979496,0,0,0,0.0121795208804304,0,0,0,0.00927045546150746,0,0,0,0,0,0,0,0,0,0,0,0.301561432101362,0,0,0,0,0,0.0216777947181186,0,0,0,0,0,0.0139144454374989,0,0,0,0
"CROP_0808",0,0,0,0,0,0.0403053977272727,0.154563210227273,0.382901278409091,0,0.138671875,0,0,0,0,0,0,0,0,0,0,0.0100319602272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532670454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230202414772727,0,0,0,0,0,0.0145596590909091,0,0,0,0,0,0.0168678977272727,0.00656960227272727,0,0,0
"CROP_0809",0,0,0,0,0,0.00740148669171129,0.0611142194868516,0.676077052194069,0,0.0616897130525138,0,0.00749740228598833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121493086084246,0.00244584765406442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165294540804092,0,0,0,0,0,0.00329310207017824,0,0,0,0,0,0.0106306450323715,0,0,0,0.00334105986731676
"CROP_0810",0,0,0,0,0,0.015376283319205,0.167443722332109,0.419986813600829,0,0.0893849486672318,0,0,0.0174719789017613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149288876330413,0,0,0,0,0,0,0,0,0,0,0.00751153809927475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155999811622869,0,0.0112319864368466,0,0,0,0.0228407271357257,0,0,0,0,0,0.0778233022511067,0,0,0,0
"CROP_0811",0,0,0,0,0,0.00866697600424234,0.102429404746122,0.462548057801936,0,0.247597109903222,0.0440308895664855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372862256396659,0,0,0,0,0,0,0,0,0,0,0,0.125116001590879,0,0,0,0,0,0.00588293782314729,0,0,0,0,0,0,0,0,0,0
"CROP_0812",0,0,0,0,0,0.0110123846444132,0.443668736491818,0.0427630450444269,0,0.403410065525404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00507736114446465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012727709355381,0.00408247281210333,0,0,0,0,0,0,0,0.0027102130433291,0,0,0,0.00409962605921301,0,0,0,0,0,0,0.00319050396240008,0,0,0,0,0,0.0564341829908402,0,0,0,0,0.00195547017050328,0.00886822875570346,0,0,0,0
"CROP_0813",0,0,0,0,0,0,0.421156273668266,0.00376672557434991,0,0.485150214592275,0.0114617520828074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00338298409492552,0,0,0.00245392577631911,0,0.0144206008583691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00320121181519818,0,0,0,0,0,0.0382428679626357,0,0.00339308255491038,0,0,0,0.00494824539257763,0,0,0,0.00842211562736683
"CROP_0814",0,0,0,0,0,0,0.104292221633143,0,0,0.0787574521493568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730456704499962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854440994124839,0,0,0,0.00104952230505394,0,0,0,0,0,0
"CROP_0901",0,0,0,0,0,0.0235582884182292,0.0372479060704977,0.472059853066457,0,0.114375363749083,0,0.00530546488187117,0.00652850527594322,0,0,0,0,0,0,0,0,0,0,0,0,0.104987474379412,0,0,0,0,0,0,0,0,0,0,0.00732980760309387,0,0,0,0.0131244886425939,0.00254729792420523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171487132771578,0,0,0.00945536746037771,0.0319930497566571,0,0,0,0,0,0,0,0,0,0,0,0
"CROP_0902",0,0,0,0,0,0.0134847880961871,0.170851600903414,0.0178911474248262,0,0.198784376245516,0.00295602497675037,0.00478278198485452,0.00842522474646827,0,0,0,0,0.00107391169567335,0,0,0,0,0,0,0,0.356029405252203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080377308356583,0.0073955980691732,0,0.0015831894070236,0.00214782339134671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138257827376998,0,0,0,0.0214671626588725,0.0344094592799256,0,0.00359815774323546,0.00359815774323546,0,0,0.00266817235729153,0.00115141047783535,0.00140604933351047,0,0,0,0
